id,status_group
44987.0,1
59954.0,0
73141.0,0
22776.0,0
49128.0,1
5721.0,1
34804.0,1
4089.0,0
17278.0,1
7496.0,1
12530.0,1
36509.0,0
43083.0,0
59592.0,0
57588.0,1
7404.0,1
24448.0,1
63168.0,1
66483.0,0
51532.0,1
30333.0,0
61561.0,1
900.0,1
68522.0,0
59212.0,0
53056.0,0
134.0,0
67391.0,0
40517.0,1
68958.0,1
13001.0,1
31596.0,0
11337.0,0
8661.0,1
26337.0,0
53431.0,0
63254.0,0
59525.0,0
28407.0,1
61642.0,0
70065.0,0
4222.0,0
28122.0,0
42128.0,1
6077.0,0
44127.0,1
31823.0,1
44965.0,0
15668.0,0
3947.0,1
25592.0,0
54084.0,0
38626.0,0
51120.0,0
31942.0,0
61517.0,1
58515.0,0
19234.0,1
34145.0,0
3676.0,0
41157.0,0
16238.0,0
19360.0,0
3109.0,1
44556.0,0
72326.0,1
24109.0,1
52997.0,1
34492.0,1
70360.0,1
55390.0,0
53411.0,0
71921.0,1
65238.0,1
50951.0,0
26562.0,1
48729.0,0
36772.0,1
39397.0,1
52071.0,1
19361.0,0
16850.0,0
8791.0,0
44527.0,0
19469.0,1
22613.0,1
38279.0,0
4317.0,0
20387.0,0
51425.0,0
41612.0,0
34979.0,0
66171.0,0
55245.0,1
44022.0,0
50011.0,1
55219.0,1
31355.0,0
32875.0,0
52492.0,1
152.0,1
19762.0,1
5754.0,0
55625.0,0
9747.0,0
60581.0,1
71058.0,1
29457.0,0
60342.0,0
12199.0,0
8411.0,0
20291.0,0
6891.0,0
9030.0,1
34503.0,1
44918.0,1
49643.0,1
49361.0,1
9486.0,0
4777.0,0
13060.0,1
24236.0,0
17272.0,1
51061.0,0
15821.0,0
30914.0,1
63896.0,0
13965.0,0
19636.0,0
53673.0,0
39162.0,1
38589.0,0
55590.0,0
16541.0,1
68060.0,1
49062.0,1
55564.0,1
56304.0,0
46793.0,1
72072.0,1
6425.0,0
24726.0,0
61031.0,0
30750.0,0
52418.0,1
39683.0,1
34004.0,0
50253.0,1
71642.0,0
72215.0,0
68225.0,1
53815.0,0
54462.0,1
20.0,1
21655.0,1
10140.0,0
63406.0,0
13766.0,0
43794.0,1
3595.0,0
49166.0,0
30358.0,1
72639.0,1
65615.0,1
69386.0,0
15518.0,0
18082.0,1
49144.0,0
62404.0,0
8929.0,0
51474.0,0
44366.0,0
59764.0,0
67014.0,1
12683.0,1
48587.0,0
71327.0,1
63936.0,1
31164.0,0
1813.0,1
60180.0,0
61158.0,1
56977.0,0
1063.0,1
42186.0,1
37503.0,0
26497.0,1
64788.0,0
57507.0,0
70264.0,1
7129.0,1
47568.0,0
31428.0,0
70002.0,0
22129.0,1
57457.0,0
13787.0,1
9757.0,0
61045.0,0
61217.0,0
27381.0,0
65277.0,0
13477.0,1
62661.0,0
70992.0,0
62138.0,0
3623.0,1
10841.0,0
49012.0,0
40544.0,1
23153.0,0
61261.0,0
33716.0,1
22745.0,0
10579.0,0
26019.0,1
55193.0,1
67750.0,0
60733.0,1
34960.0,0
28692.0,0
16146.0,1
17753.0,1
51486.0,1
6852.0,0
20999.0,1
7528.0,0
15760.0,0
15669.0,0
36622.0,0
50507.0,0
69246.0,1
18811.0,0
693.0,0
68997.0,1
19312.0,0
25977.0,0
53621.0,1
9131.0,0
69751.0,0
14471.0,1
14595.0,0
20047.0,0
22287.0,1
31545.0,0
56770.0,1
6436.0,1
17612.0,0
47752.0,1
20482.0,0
13726.0,1
67126.0,0
19853.0,0
1954.0,0
8898.0,0
56403.0,1
57821.0,1
13970.0,1
53282.0,1
43606.0,0
13743.0,1
525.0,0
58188.0,0
10880.0,0
73220.0,1
12243.0,0
29337.0,1
10111.0,0
2057.0,0
40417.0,0
53249.0,0
20114.0,1
70594.0,0
67629.0,1
15331.0,1
54530.0,0
8951.0,1
55096.0,0
29323.0,0
4449.0,1
69417.0,1
26211.0,0
5918.0,0
48967.0,0
43301.0,1
64179.0,0
40107.0,0
24723.0,1
3234.0,0
44633.0,0
68836.0,0
58377.0,1
33338.0,0
26948.0,0
47435.0,1
55511.0,1
24628.0,0
45431.0,0
44575.0,0
64125.0,0
52139.0,0
60736.0,0
61803.0,0
43324.0,1
35809.0,1
62517.0,1
3340.0,1
25838.0,0
55413.0,0
67295.0,0
25573.0,0
23263.0,0
15556.0,0
65692.0,0
26978.0,1
27474.0,1
70977.0,0
49722.0,1
8925.0,1
17040.0,0
65126.0,0
12328.0,1
66784.0,0
6197.0,1
55506.0,0
28658.0,0
16110.0,1
27340.0,0
69946.0,1
8135.0,1
67646.0,1
56698.0,1
51199.0,1
30519.0,0
21002.0,0
21701.0,0
72794.0,1
10745.0,0
1337.0,0
70186.0,1
72191.0,1
48224.0,1
42274.0,0
2384.0,0
58219.0,0
51551.0,1
64628.0,0
59079.0,0
20646.0,0
38721.0,0
30360.0,0
64789.0,1
73144.0,0
15926.0,0
49764.0,1
69618.0,0
24482.0,1
50391.0,0
20733.0,1
60546.0,0
48186.0,1
10990.0,0
61655.0,1
73764.0,0
25096.0,1
60862.0,0
30516.0,0
53181.0,1
32720.0,0
56597.0,0
46504.0,0
30544.0,0
53612.0,0
13464.0,1
19522.0,1
39030.0,0
47033.0,0
44545.0,0
28888.0,1
56298.0,1
58052.0,0
11992.0,0
25054.0,0
65559.0,1
59052.0,0
73463.0,0
9554.0,0
13451.0,0
7725.0,0
19403.0,0
67411.0,0
27379.0,0
14405.0,1
30096.0,0
63606.0,1
6879.0,0
47327.0,0
11897.0,0
40694.0,1
34507.0,0
66482.0,0
53379.0,0
35904.0,0
42650.0,0
30204.0,1
59500.0,1
55656.0,1
18589.0,1
42020.0,1
45583.0,0
70310.0,1
65786.0,0
13694.0,0
38867.0,1
62449.0,0
26704.0,1
19906.0,0
21433.0,0
53955.0,1
18384.0,1
10941.0,0
4307.0,1
3516.0,1
23217.0,0
13055.0,1
14961.0,0
73527.0,0
48916.0,1
50290.0,0
65037.0,0
11945.0,1
65792.0,0
17845.0,0
1810.0,0
20966.0,1
66581.0,0
69349.0,1
28225.0,0
51218.0,0
17571.0,0
19894.0,0
66186.0,0
49936.0,0
3919.0,0
74116.0,0
68418.0,1
6545.0,0
51136.0,1
61930.0,1
31985.0,1
73950.0,0
25230.0,0
63190.0,0
13203.0,0
47057.0,1
36709.0,1
45573.0,1
19189.0,0
38581.0,0
15099.0,1
1911.0,1
36480.0,0
57285.0,0
25810.0,0
69560.0,1
6511.0,0
54097.0,0
18374.0,1
32885.0,1
22526.0,1
62749.0,1
9324.0,0
38002.0,1
8137.0,0
45615.0,0
59704.0,0
66048.0,0
19731.0,1
62919.0,1
12491.0,1
67130.0,0
40137.0,0
47910.0,1
36988.0,0
42253.0,1
5944.0,0
17312.0,0
64508.0,0
19357.0,1
55502.0,0
31625.0,0
22031.0,0
12136.0,1
14855.0,0
47144.0,0
5844.0,0
6519.0,0
31541.0,1
67601.0,1
61541.0,0
34613.0,0
21231.0,0
64484.0,0
61925.0,1
11707.0,1
70928.0,0
9423.0,0
11861.0,0
9858.0,0
1836.0,1
29712.0,1
41164.0,1
37115.0,0
39964.0,1
34349.0,0
51243.0,1
49948.0,0
15918.0,1
25597.0,0
44604.0,0
29867.0,0
16583.0,0
46221.0,1
45570.0,1
2805.0,0
9079.0,1
55949.0,1
35092.0,0
55264.0,0
24402.0,0
29527.0,0
6712.0,1
71109.0,0
11511.0,0
9320.0,1
72004.0,0
4829.0,1
73146.0,0
53222.0,1
50672.0,1
71615.0,0
24151.0,0
41488.0,0
27009.0,0
62971.0,1
5201.0,0
61979.0,0
72273.0,0
70115.0,1
11083.0,1
11442.0,0
10586.0,0
29642.0,1
58549.0,0
40510.0,1
62717.0,1
51367.0,0
70309.0,1
43367.0,0
8591.0,0
44141.0,0
9875.0,0
14225.0,0
70532.0,1
36063.0,0
44029.0,1
13945.0,0
25661.0,0
19190.0,0
45629.0,1
30925.0,0
66895.0,0
71294.0,0
29243.0,1
53273.0,0
37322.0,1
5778.0,1
37030.0,1
73532.0,0
71898.0,0
31233.0,0
59921.0,0
71893.0,1
38918.0,0
8088.0,0
34951.0,0
55549.0,1
23409.0,0
44449.0,0
16556.0,0
51326.0,1
14135.0,0
14134.0,0
40398.0,1
21041.0,0
67537.0,0
29448.0,1
65832.0,1
24257.0,1
39045.0,1
46142.0,1
3659.0,1
9776.0,0
32864.0,0
44572.0,1
69169.0,1
69847.0,1
22142.0,0
14037.0,1
70229.0,0
31669.0,1
30817.0,1
6263.0,1
69028.0,1
71166.0,0
70597.0,1
30810.0,0
54688.0,1
59438.0,0
9188.0,1
35387.0,0
42444.0,0
56315.0,0
58548.0,1
42105.0,0
41260.0,1
956.0,1
71209.0,1
12713.0,1
44499.0,1
42174.0,0
35842.0,0
20678.0,0
11465.0,0
52044.0,0
29998.0,0
51005.0,1
24311.0,0
17703.0,0
28401.0,0
57468.0,1
67438.0,1
25632.0,1
4845.0,1
51601.0,1
55551.0,1
4514.0,0
64133.0,0
5225.0,1
72943.0,1
17471.0,0
56654.0,1
51827.0,1
61547.0,1
64452.0,1
43699.0,1
22922.0,0
26345.0,1
52014.0,0
54446.0,0
70192.0,1
40669.0,0
43895.0,0
34418.0,0
33713.0,0
27308.0,0
45337.0,1
16690.0,0
41682.0,1
9334.0,0
3650.0,1
45791.0,0
47921.0,0
32536.0,0
16074.0,1
27004.0,0
38966.0,0
20105.0,0
15767.0,0
59491.0,0
71907.0,1
12812.0,1
25418.0,0
70329.0,0
40996.0,0
57235.0,0
2379.0,0
26989.0,1
1517.0,1
50792.0,0
59576.0,0
55674.0,0
59395.0,0
18463.0,0
56877.0,0
11722.0,0
4478.0,0
3005.0,1
45200.0,1
73630.0,1
13526.0,1
50291.0,0
53588.0,0
28315.0,0
41796.0,0
63350.0,0
6836.0,1
73537.0,0
72554.0,1
11262.0,0
60162.0,0
63947.0,0
59458.0,0
65218.0,0
26692.0,0
63099.0,0
20245.0,0
26618.0,1
32599.0,1
17517.0,1
3811.0,0
16866.0,1
38835.0,1
56974.0,0
25875.0,1
74065.0,1
29767.0,0
12956.0,0
10183.0,1
39498.0,0
41560.0,0
3287.0,1
45912.0,1
48936.0,1
35874.0,0
29108.0,0
72740.0,0
12144.0,0
50185.0,1
52639.0,0
4404.0,1
41658.0,0
30215.0,0
44557.0,1
62957.0,0
34869.0,0
27251.0,0
28852.0,0
67342.0,1
66148.0,1
27490.0,0
69956.0,1
54454.0,1
31984.0,1
9547.0,1
7703.0,0
69605.0,0
72888.0,0
67400.0,0
55582.0,1
51370.0,1
7121.0,1
6360.0,0
44138.0,1
32102.0,0
74105.0,1
6456.0,0
25906.0,0
55970.0,0
30570.0,1
36584.0,1
48597.0,0
50430.0,1
53627.0,0
54376.0,0
72353.0,0
55532.0,1
8665.0,0
28074.0,0
31736.0,1
18898.0,0
8935.0,0
9039.0,0
59745.0,0
2143.0,0
14228.0,1
57439.0,0
70056.0,0
54060.0,0
17810.0,1
53094.0,1
58091.0,1
2365.0,0
19073.0,1
56670.0,0
70223.0,0
30312.0,0
4185.0,1
23737.0,1
26199.0,0
60293.0,0
64662.0,1
41330.0,1
39681.0,0
51173.0,1
5253.0,1
11719.0,0
21030.0,0
68815.0,0
23057.0,0
2522.0,0
13033.0,1
10139.0,0
49343.0,1
7758.0,0
27237.0,1
67301.0,0
5892.0,0
56513.0,1
6066.0,0
43874.0,1
46996.0,0
10171.0,1
41051.0,1
62188.0,0
37610.0,1
61409.0,1
145.0,1
53168.0,1
45724.0,1
63128.0,0
53690.0,0
71161.0,0
60705.0,1
14952.0,1
72995.0,0
29848.0,0
61290.0,0
55022.0,0
50650.0,1
5486.0,0
60512.0,0
51133.0,0
66771.0,1
23697.0,0
45809.0,1
57114.0,0
13625.0,0
43600.0,0
21843.0,0
30290.0,0
35326.0,1
11322.0,1
15455.0,0
48112.0,0
45102.0,0
7306.0,1
60433.0,0
65710.0,0
21991.0,0
71312.0,0
62017.0,1
30292.0,1
14500.0,0
31852.0,0
30742.0,0
46679.0,0
42873.0,1
40150.0,0
11457.0,1
15133.0,1
3334.0,1
31917.0,0
47952.0,0
69174.0,0
15073.0,0
31661.0,1
68292.0,0
69888.0,0
74192.0,1
9117.0,0
62243.0,0
71066.0,0
5211.0,0
6450.0,0
45441.0,0
56957.0,1
25634.0,0
37973.0,0
73359.0,1
70573.0,1
73892.0,1
50597.0,0
9070.0,0
7074.0,0
33627.0,0
8889.0,1
33737.0,1
49790.0,0
71639.0,1
19701.0,0
50698.0,0
32324.0,1
64984.0,1
4846.0,0
21303.0,1
66901.0,0
53816.0,0
52481.0,1
4232.0,0
21925.0,0
1578.0,1
32019.0,0
34235.0,1
18514.0,0
54672.0,0
15699.0,1
7016.0,0
63409.0,0
16645.0,0
4111.0,0
58349.0,1
6970.0,0
64477.0,0
35536.0,0
12560.0,0
71954.0,1
50641.0,1
66866.0,1
7531.0,0
50513.0,0
62612.0,0
24193.0,1
12197.0,1
3928.0,1
71822.0,0
7470.0,1
5294.0,1
9452.0,0
50080.0,1
26324.0,1
61659.0,1
52011.0,0
35420.0,1
51389.0,0
20580.0,0
28736.0,1
9194.0,0
52119.0,1
65928.0,1
66851.0,0
59848.0,0
72001.0,1
26307.0,0
11437.0,1
27181.0,1
29230.0,0
46494.0,0
2784.0,0
61420.0,1
2901.0,1
21730.0,0
61198.0,0
13514.0,0
65961.0,0
26319.0,0
27460.0,0
65336.0,0
19359.0,1
22368.0,1
10629.0,0
61013.0,0
57791.0,0
10773.0,0
36774.0,0
52589.0,1
5489.0,0
7522.0,0
17367.0,1
62331.0,0
66820.0,1
21068.0,0
20288.0,0
37818.0,1
40968.0,0
66161.0,0
24776.0,1
50165.0,0
44910.0,0
41764.0,0
48438.0,1
45234.0,0
23392.0,1
31492.0,1
25785.0,1
55718.0,0
45115.0,0
3518.0,0
55530.0,1
28478.0,0
1146.0,0
25562.0,1
41871.0,1
67790.0,1
16033.0,1
44315.0,0
60203.0,0
35321.0,1
73200.0,0
42964.0,1
20354.0,0
534.0,1
61006.0,0
51020.0,0
24122.0,0
44937.0,0
35063.0,1
55038.0,1
58799.0,0
51019.0,0
34489.0,1
27911.0,1
34858.0,0
62537.0,0
18479.0,1
45036.0,0
29771.0,0
56527.0,1
38817.0,1
31774.0,1
69979.0,0
7977.0,1
54046.0,0
21514.0,0
57421.0,1
58124.0,0
43109.0,1
6366.0,0
29687.0,1
69328.0,0
12041.0,1
50416.0,1
39519.0,0
48601.0,0
37229.0,1
64111.0,0
67721.0,0
73723.0,1
42404.0,1
57931.0,0
68974.0,0
6251.0,1
24436.0,1
43277.0,1
13508.0,0
6652.0,0
22813.0,0
20817.0,0
24249.0,1
61637.0,0
65979.0,0
9681.0,1
53691.0,1
66336.0,1
37732.0,0
71180.0,1
18013.0,0
10610.0,1
35411.0,0
1173.0,0
18085.0,0
13778.0,0
6326.0,0
40572.0,0
56037.0,0
60857.0,1
50006.0,0
49646.0,0
66202.0,0
47662.0,0
61519.0,0
52144.0,1
57332.0,0
35786.0,1
4648.0,0
49825.0,0
710.0,1
67429.0,1
74023.0,1
46757.0,1
23410.0,1
52.0,0
72795.0,1
18508.0,1
65694.0,0
70244.0,0
41985.0,0
56860.0,0
64580.0,0
70010.0,0
65251.0,1
12354.0,1
22071.0,0
14266.0,0
71274.0,0
53778.0,1
12194.0,0
35705.0,0
67900.0,1
61784.0,0
32990.0,1
9603.0,0
51614.0,1
43880.0,0
70809.0,0
16475.0,0
19464.0,0
18753.0,1
42317.0,1
9835.0,1
53132.0,1
53583.0,0
32388.0,1
70948.0,0
59530.0,0
29790.0,0
59092.0,1
8437.0,1
50572.0,1
36302.0,0
8269.0,0
4363.0,1
45706.0,1
55134.0,1
39560.0,0
32245.0,0
19865.0,0
36038.0,0
32162.0,0
29151.0,0
65741.0,0
58585.0,1
37870.0,0
56975.0,0
20705.0,1
61709.0,1
35830.0,0
3911.0,0
61975.0,1
56913.0,1
19224.0,0
26119.0,0
57166.0,0
42304.0,1
37046.0,0
73871.0,1
71260.0,0
50363.0,0
54468.0,1
14254.0,1
14812.0,0
45863.0,0
52050.0,1
29990.0,1
43357.0,1
52804.0,0
30049.0,0
15910.0,1
34633.0,0
17071.0,1
38805.0,0
61220.0,1
50423.0,0
38879.0,0
10485.0,0
66961.0,0
61588.0,0
26755.0,1
58796.0,0
42862.0,1
49485.0,0
4924.0,0
32646.0,0
55319.0,0
71024.0,0
55744.0,0
4540.0,1
46458.0,0
46403.0,0
22656.0,1
10241.0,1
51805.0,1
4656.0,0
22314.0,0
19976.0,0
19060.0,0
20615.0,0
48373.0,0
4024.0,1
61049.0,0
36650.0,0
20371.0,0
17205.0,0
30074.0,1
2242.0,0
26281.0,1
48300.0,0
49895.0,0
17490.0,0
43084.0,1
1206.0,0
16457.0,1
30807.0,1
17315.0,0
18710.0,1
14945.0,1
70185.0,1
8936.0,1
47869.0,0
43304.0,0
41173.0,0
65709.0,1
8838.0,0
1008.0,0
842.0,0
40393.0,1
54732.0,0
14322.0,1
16102.0,1
62547.0,0
48392.0,0
59639.0,0
43742.0,0
42331.0,1
24415.0,1
47277.0,0
2090.0,1
3478.0,1
12460.0,1
21428.0,1
69745.0,0
67044.0,0
39735.0,0
27962.0,1
35876.0,0
41376.0,0
71454.0,0
73124.0,1
69365.0,1
38444.0,0
53521.0,0
180.0,1
59856.0,0
65552.0,0
2363.0,1
43443.0,1
69884.0,0
50422.0,0
61044.0,1
49934.0,0
37087.0,0
10251.0,1
36669.0,0
19305.0,1
30051.0,0
16032.0,1
21791.0,0
57100.0,1
14549.0,0
27773.0,0
67573.0,0
28546.0,0
66562.0,0
28779.0,1
63575.0,0
57378.0,1
35154.0,0
44172.0,0
56433.0,1
1088.0,0
29659.0,1
45218.0,0
29518.0,1
73810.0,0
55702.0,0
71560.0,1
10565.0,1
12338.0,1
72956.0,0
44526.0,0
59134.0,0
55457.0,0
18507.0,0
50966.0,0
27272.0,0
60959.0,0
58684.0,0
24573.0,1
8918.0,0
23.0,1
961.0,0
39689.0,0
26490.0,1
7829.0,0
1255.0,0
23295.0,0
59883.0,1
55833.0,0
66288.0,1
41568.0,0
52740.0,1
47974.0,0
34907.0,0
51615.0,1
20118.0,1
50156.0,0
70746.0,0
48533.0,0
34930.0,0
36188.0,0
29613.0,1
54294.0,1
32051.0,1
69965.0,1
26342.0,0
63373.0,0
68519.0,1
17953.0,0
8066.0,0
17479.0,0
11612.0,0
9169.0,1
7025.0,1
39323.0,0
61166.0,0
65181.0,1
36216.0,1
10369.0,1
9664.0,1
60797.0,0
44221.0,1
70308.0,1
54085.0,0
6175.0,0
43034.0,0
64947.0,0
29663.0,1
31192.0,0
4699.0,1
56539.0,0
27395.0,0
63266.0,1
4792.0,0
6731.0,1
61299.0,1
21466.0,0
27065.0,0
34497.0,1
16555.0,0
47411.0,0
17822.0,1
46106.0,0
1645.0,1
43228.0,1
10942.0,1
25110.0,0
1973.0,1
63519.0,0
43000.0,1
9329.0,0
62484.0,1
72724.0,1
18224.0,0
16930.0,1
49224.0,1
54544.0,1
60088.0,0
59534.0,0
41473.0,1
13299.0,0
4299.0,1
45057.0,0
40739.0,1
51221.0,1
63089.0,1
69578.0,1
50395.0,0
28251.0,0
8239.0,1
13861.0,0
14032.0,0
52416.0,0
7702.0,0
30809.0,1
43863.0,0
32623.0,0
18738.0,0
15748.0,0
25783.0,1
69491.0,0
32022.0,0
62662.0,1
33063.0,0
46646.0,1
25430.0,0
17805.0,1
5022.0,0
59780.0,1
39680.0,0
20851.0,1
73881.0,0
12132.0,0
62177.0,0
71963.0,0
25626.0,1
32326.0,1
53615.0,0
23396.0,0
40459.0,1
60564.0,1
71568.0,1
39334.0,1
36641.0,1
38499.0,0
33430.0,1
98.0,1
55450.0,0
9556.0,1
27100.0,1
53832.0,1
32491.0,0
59300.0,1
6599.0,0
34159.0,0
39010.0,1
27618.0,0
55937.0,1
25320.0,1
6557.0,1
17084.0,1
15174.0,1
15835.0,0
46222.0,1
43166.0,1
12773.0,0
7112.0,0
62081.0,1
63998.0,0
29479.0,1
6740.0,0
20742.0,0
44322.0,1
34293.0,1
32342.0,0
42835.0,1
31801.0,0
53533.0,1
69787.0,1
14703.0,1
71620.0,1
32103.0,0
8905.0,1
61201.0,1
55321.0,0
39060.0,0
67322.0,1
11229.0,0
72310.0,0
5809.0,1
2035.0,1
52872.0,1
17051.0,1
4488.0,1
45456.0,1
61814.0,1
58804.0,0
23652.0,0
52214.0,0
66414.0,0
63567.0,1
27441.0,0
67090.0,0
30683.0,1
44457.0,1
63271.0,1
9221.0,1
43454.0,1
9647.0,0
38355.0,1
2077.0,1
64870.0,0
24224.0,0
17594.0,0
49637.0,1
8331.0,1
58131.0,0
715.0,1
15217.0,0
65121.0,1
7092.0,0
34925.0,1
42809.0,0
725.0,0
36783.0,1
27922.0,0
69904.0,0
4563.0,0
63528.0,0
5735.0,0
50857.0,0
28242.0,1
43957.0,0
7101.0,0
28549.0,1
49018.0,1
22348.0,0
57363.0,0
47154.0,1
32993.0,0
19448.0,1
25642.0,1
42305.0,0
29789.0,0
43556.0,0
72540.0,1
58081.0,1
69764.0,0
60081.0,0
39402.0,0
71634.0,0
18895.0,0
41601.0,0
33963.0,0
24666.0,0
60791.0,1
54199.0,0
68852.0,0
60184.0,0
16151.0,1
66314.0,0
40057.0,1
51561.0,1
28681.0,0
903.0,1
3528.0,0
62159.0,0
233.0,1
67819.0,1
25300.0,1
34237.0,0
14047.0,0
67845.0,0
42411.0,0
9983.0,0
14214.0,0
17582.0,0
42603.0,1
16009.0,1
12850.0,0
15855.0,1
11865.0,1
57757.0,1
11579.0,1
285.0,0
13296.0,0
55801.0,0
9770.0,1
28196.0,0
16264.0,0
62759.0,0
2404.0,0
3068.0,0
36230.0,1
65458.0,0
48782.0,1
49357.0,1
32065.0,0
50967.0,1
43849.0,0
33538.0,0
55774.0,1
22199.0,0
37027.0,0
73071.0,0
45746.0,0
5308.0,1
57162.0,1
57117.0,0
16139.0,1
22738.0,0
73699.0,0
43360.0,0
51301.0,1
27954.0,0
21050.0,0
43836.0,0
24474.0,0
50992.0,0
12221.0,1
44173.0,0
30408.0,1
50438.0,0
65619.0,1
45973.0,0
67543.0,0
8566.0,1
50458.0,0
72483.0,1
27639.0,1
60575.0,0
65165.0,0
44195.0,1
51812.0,1
73349.0,1
44122.0,0
6569.0,1
51826.0,0
65243.0,0
48171.0,0
49028.0,1
63684.0,0
32301.0,0
61297.0,0
55497.0,1
32381.0,0
6927.0,0
15370.0,1
18130.0,1
8022.0,0
51260.0,0
18755.0,0
26046.0,0
69177.0,1
54861.0,0
29394.0,0
33929.0,0
26385.0,1
25469.0,1
43289.0,0
16817.0,0
16702.0,1
71401.0,1
35766.0,1
71497.0,0
9375.0,0
11174.0,0
14116.0,1
72314.0,1
17373.0,0
40040.0,0
33435.0,0
17426.0,0
11126.0,0
48826.0,0
35500.0,1
11395.0,1
2885.0,0
9323.0,0
60611.0,1
40922.0,0
